  2.6300E+03  2.9801E+02  1.0000E-04 -1.5699E+00  3.3543E+05  1.2911E+03  5.4774E+00  0.0000E+00  1.0000E+00  0  1
  2.6484E+03  3.0175E+02  5.5982E-01 -1.0404E+00  3.3617E+05  1.2911E+03  5.5295E+00  3.8488E-02  1.0070E+00  2  1 
  2.6766E+03  3.0755E+02  1.4405E+00 -2.0667E-01  3.4019E+05  1.2913E+03  5.6098E+00  9.7627E-02  1.0177E+00  2  1 
  2.7319E+03  3.1916E+02  3.1641E+00  1.4228E+00  3.5787E+05  1.2920E+03  5.6788E+00  2.1185E-01  1.0388E+00  3  1 
  2.7886E+03  3.3076E+02  4.7939E+00  2.9564E+00  3.8725E+05  1.2913E+03  5.6616E+00  3.2195E-01  1.0603E+00  3  1 
  2.8785E+03  3.4817E+02  7.1270E+00  5.1404E+00  4.5241E+05  1.2861E+03  5.6023E+00  4.8370E-01  1.0945E+00  3  1 
  3.2740E+03  4.0620E+02  1.4776E+01  1.2222E+01  8.8796E+05  1.2109E+03  5.3445E+00  1.0512E+00  1.2449E+00  4  1 
  3.6202E+03  4.6423E+02  2.0063E+01  1.6954E+01  1.3787E+06  1.1734E+03  5.2811E+00  1.4445E+00  1.3765E+00  4  1 
  3.8893E+03  5.8028E+02  2.4889E+01  2.0861E+01  1.8675E+06  1.2915E+03  5.4062E+00  1.7505E+00  1.4788E+00  5  1 
  4.0304E+03  6.9634E+02  2.8132E+01  2.3231E+01  2.1938E+06  1.4301E+03  5.5485E+00  1.9279E+00  1.5325E+00  4  1 
  4.2072E+03  9.2845E+02  3.3292E+01  2.6667E+01  2.7082E+06  1.6722E+03  5.8109E+00  2.1784E+00  1.5997E+00  4  1 
  4.3272E+03  1.1606E+03  3.7694E+01  2.9356E+01  3.1461E+06  1.8689E+03  6.0450E+00  2.3709E+00  1.6453E+00  3  1 
  4.4198E+03  1.3927E+03  4.1706E+01  3.1658E+01  3.5462E+06  2.0324E+03  6.2578E+00  2.5341E+00  1.6805E+00  3  1 
  4.4959E+03  1.6248E+03  4.5469E+01  3.3714E+01  3.9231E+06  2.1719E+03  6.4542E+00  2.6787E+00  1.7095E+00  3  1 
  4.5611E+03  1.8569E+03  4.9056E+01  3.5593E+01  4.2840E+06  2.2932E+03  6.6374E+00  2.8102E+00  1.7343E+00  3  1 
  4.6183E+03  2.0890E+03  5.2507E+01  3.7339E+01  4.6331E+06  2.4005E+03  6.8098E+00  2.9318E+00  1.7560E+00  3  1 
  4.6693E+03  2.3211E+03  5.5852E+01  3.8979E+01  4.9729E+06  2.4965E+03  6.9731E+00  3.0455E+00  1.7754E+00  3  1 
  4.7455E+03  2.9014E+03  6.3681E+01  4.2618E+01  5.7325E+06  2.7100E+03  7.3699E+00  3.2854E+00  1.8044E+00  4  1 
  4.8007E+03  3.4817E+03  7.1205E+01  4.5985E+01  6.4565E+06  2.8862E+03  7.7380E+00  3.4989E+00  1.8254E+00  3  1 
  4.8503E+03  4.0620E+03  7.8556E+01  4.9188E+01  7.1720E+06  3.0339E+03  8.0777E+00  3.6977E+00  1.8442E+00  3  1 
  4.8955E+03  4.6423E+03  8.5765E+01  5.2256E+01  7.8810E+06  3.1609E+03  8.3944E+00  3.8847E+00  1.8614E+00  3  1 
  4.9372E+03  5.2225E+03  9.2856E+01  5.5214E+01  8.5850E+06  3.2724E+03  8.6921E+00  4.0619E+00  1.8773E+00  3  1 
  4.9761E+03  5.8028E+03  9.9850E+01  5.8079E+01  9.2854E+06  3.3715E+03  8.9736E+00  4.2308E+00  1.8920E+00  3  1 
  5.0126E+03  6.3831E+03  1.0676E+02  6.0865E+01  9.9830E+06  3.4609E+03  9.2414E+00  4.3926E+00  1.9059E+00  3  1 
  5.0471E+03  6.9634E+03  1.1360E+02  6.3585E+01  1.0679E+07  3.5422E+03  9.4971E+00  4.5483E+00  1.9191E+00  3  1 
  5.0799E+03  7.5437E+03  1.2039E+02  6.6248E+01  1.1374E+07  3.6167E+03  9.7424E+00  4.6985E+00  1.9315E+00  3  1 
  5.1113E+03  8.1239E+03  1.2712E+02  6.8862E+01  1.2068E+07  3.6856E+03  9.9783E+00  4.8440E+00  1.9435E+00  3  1 
  5.1414E+03  8.7042E+03  1.3381E+02  7.1435E+01  1.2762E+07  3.7495E+03  1.0206E+01  4.9853E+00  1.9549E+00  3  1 
  5.1704E+03  9.2845E+03  1.4047E+02  7.3971E+01  1.3457E+07  3.8093E+03  1.0426E+01  5.1227E+00  1.9659E+00  2  1 
  5.1984E+03  9.8648E+03  1.4710E+02  7.6477E+01  1.4152E+07  3.8653E+03  1.0640E+01  5.2568E+00  1.9766E+00  2  1 
  5.2255E+03  1.0445E+04  1.5370E+02  7.8957E+01  1.4849E+07  3.9180E+03  1.0847E+01  5.3877E+00  1.9869E+00  2  1 
  5.2519E+03  1.1025E+04  1.6028E+02  8.1413E+01  1.5548E+07  3.9679E+03  1.1049E+01  5.5158E+00  1.9969E+00  2  1 
  5.2775E+03  1.1606E+04  1.6685E+02  8.3850E+01  1.6248E+07  4.0152E+03  1.1245E+01  5.6414E+00  2.0067E+00  2  1 
  5.3269E+03  1.2766E+04  1.7994E+02  8.8677E+01  1.7655E+07  4.1030E+03  1.1625E+01  5.8855E+00  2.0254E+00  3  1 
  5.3742E+03  1.3927E+04  1.9301E+02  9.3457E+01  1.9072E+07  4.1831E+03  1.1988E+01  6.1215E+00  2.0434E+00  3  1 
  5.4198E+03  1.5087E+04  2.0606E+02  9.8203E+01  2.0500E+07  4.2568E+03  1.2337E+01  6.3506E+00  2.0608E+00  3  1 
  5.4638E+03  1.6248E+04  2.1912E+02  1.0293E+02  2.1941E+07  4.3252E+03  1.2674E+01  6.5736E+00  2.0775E+00  3  1 
  5.5066E+03  1.7408E+04  2.3219E+02  1.0764E+02  2.3395E+07  4.3889E+03  1.3000E+01  6.7912E+00  2.0937E+00  3  1 
  5.5888E+03  1.9730E+04  2.5843E+02  1.1707E+02  2.6346E+07  4.5048E+03  1.3624E+01  7.2126E+00  2.1250E+00  3  1 
  5.7056E+03  2.3211E+04  2.9812E+02  1.3126E+02  3.0887E+07  4.6563E+03  1.4501E+01  7.8169E+00  2.1694E+00  3  1 
  5.8876E+03  2.9014E+04  3.6542E+02  1.5526E+02  3.8773E+07  4.8671E+03  1.5847E+01  8.7679E+00  2.2386E+00  3  1 
  6.0569E+03  3.4817E+04  4.3423E+02  1.7964E+02  4.7043E+07  5.0433E+03  1.7083E+01  9.6652E+00  2.3030E+00  3  1 
  6.3626E+03  4.6423E+04  5.7560E+02  2.2866E+02  6.4531E+07  5.3324E+03  1.9315E+01  1.1331E+01  2.4192E+00  3  1 
  6.6272E+03  5.8028E+04  7.2003E+02  2.7630E+02  8.2899E+07  5.5699E+03  2.1305E+01  1.2850E+01  2.5198E+00  3  1 
  6.8555E+03  6.9634E+04  8.6573E+02  3.2129E+02  1.0178E+08  5.7747E+03  2.3110E+01  1.4244E+01  2.6067E+00  3  1 
  7.0531E+03  8.1239E+04  1.0117E+03  3.6310E+02  1.2095E+08  5.9565E+03  2.4767E+01  1.5532E+01  2.6818E+00  3  1 
  7.2250E+03  9.2845E+04  1.1573E+03  4.0168E+02  1.4027E+08  6.1208E+03  2.6304E+01  1.6729E+01  2.7471E+00  3  1 
  7.3767E+03  1.0445E+05  1.3030E+03  4.3741E+02  1.5974E+08  6.2718E+03  2.7748E+01  1.7855E+01  2.8048E+00  3  1 
  7.5126E+03  1.1606E+05  1.4493E+03  4.7075E+02  1.7941E+08  6.4127E+03  2.9119E+01  1.8925E+01  2.8565E+00  3  1 
